GS_ID,NAME,SOURCE,GS_SIZE,ORGANISM,DESCRIPTION,LINK,TYPE,MULTI_N,OLAP,COCO_V2,SIMILARITY_SCORE,pvalue,Rank,pFDR
WAG002932,DNA Replication Pre-Initiation,WikiPathway_2021,85,Homo sapiens,DNA Replication Pre-Initiation,https://www.wikipathways.org/index.php/Pathway:WP4461,P,1333,35,16222.79294,.087467096427612140746709642761214074671,1.5097989558977e-11,103,1.2531331333951e-08
WAG002819,Chromosomal and microsatellite instability in colorectal cancer,WikiPathway_2021,73,Homo sapiens,Chromosomal and microsatellite instability in colorectal cancer,https://www.wikipathways.org/index.php/Pathway:WP4216,P,1333,32,2757.860518,.0923547308642717872376684761088472199249,1.5183979015177e-11,105,1.2587518603582e-08
WAG002925,Transcriptional regulation by MECP2,WikiPathway_2021,62,Homo sapiens,Transcriptional regulation by MECP2,https://www.wikipathways.org/index.php/Pathway:WP4453,P,1333,29,259.7884932,.0977990283573091880518682253927351387132,1.9090910805195e-11,106,1.5807274146701e-08
WAG002414,EPH-Ephrin signaling,WikiPathway_2021,90,Homo sapiens,EPH-Ephrin signaling,https://www.wikipathways.org/index.php/Pathway:WP3309,P,1333,36,1732.79978,.0852564336557766015696294944332907464866,2.1128896464559e-11,107,1.747359737619e-08
WAG002172,AGE/RAGE pathway,WikiPathway_2021,66,Homo sapiens,AGE/RAGE pathway,https://www.wikipathways.org/index.php/Pathway:WP2324,P,1333,30,3857.515617,.0953038903963643022423465565747199147675,2.1225322427978e-11,108,1.753211632551e-08
WAG002027,Asparagine N-linked glycosylation,WikiPathway_2021,125,Homo sapiens,Asparagine N-linked glycosylation,https://www.wikipathways.org/index.php/Pathway:WP1785,P,1333,44,504.6386845,.0767930257900472212132219397021431166001,2.1803748431074e-11,109,1.7988092455636e-08
WAG002024,ABC-family proteins mediated transport,WikiPathway_2021,103,Homo sapiens,ABC-family proteins mediated transport,https://www.wikipathways.org/index.php/Pathway:WP1780,P,1333,39,6788.868268,.0814122508034604071337732835485622613276,2.3096972682994e-11,110,1.9031905490787e-08
WAG002039,DNA Damage Bypass,WikiPathway_2021,48,Homo sapiens,DNA Damage Bypass,https://www.wikipathways.org/index.php/Pathway:WP1803,P,1333,25,2574.375436,.1078377386196769456681350954478707782673,2.3849037743387e-11,111,1.9627758062807e-08
WAG003063,AXL signaling pathway,WikiPathway_2021,95,Homo sapiens,AXL signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP4847,P,1333,37,919.372195,.083293241310462002169384797028134809027,2.8271031070775e-11,112,2.3238787540177e-08
WAG002301,PI Metabolism,WikiPathway_2021,83,Homo sapiens,PI Metabolism,https://www.wikipathways.org/index.php/Pathway:WP2747,P,1333,34,1450.283613,.0868966549427523759634812542093841203323,3.4541370344187e-11,113,2.8358465052577e-08
WAG003265,Calcium regulation in cardiac cells,WikiPathway_2021,150,Homo sapiens,Calcium regulation in cardiac cells,https://www.wikipathways.org/index.php/Pathway:WP536,P,1333,49,2275.183822,.0724270720231632283749547593195801664857,3.5563504496659e-11,114,2.9162073687261e-08
WAG002212,Apoptosis,WikiPathway_2021,88,Homo sapiens,Apoptosis,https://www.wikipathways.org/index.php/Pathway:WP254,P,1333,35,4540.55205,.0846568090543994158451989777290982110259,4.7868323085751e-11,115,3.920415660723e-08
WAG002769,Regulation of mitotic cell cycle,WikiPathway_2021,88,Homo sapiens,Regulation of mitotic cell cycle,https://www.wikipathways.org/index.php/Pathway:WP4109,P,1333,35,38122.15642,.0846568090543994158451989777290982110259,4.7868323085751e-11,115,3.9156288284144e-08
WAG002412,MAPK6/MAPK4 signaling,WikiPathway_2021,93,Homo sapiens,MAPK6/MAPK4 signaling,https://www.wikipathways.org/index.php/Pathway:WP3307,P,1333,36,9499.384285,.0826729119346600604912264184251097433242,6.3424144480862e-11,117,5.1817526040864e-08
WAG002079,Signaling by NTRK1 (TRKA),WikiPathway_2021,77,Homo sapiens,Signaling by NTRK1 (TRKA),https://www.wikipathways.org/index.php/Pathway:WP1873,P,1333,32,2260.507193,.0877969562430257128611790403380896982359,8.1940623514856e-11,118,6.6863548788122e-08
WAG002517,MECP2 and associated Rett syndrome,WikiPathway_2021,73,Homo sapiens,MECP2 and associated Rett syndrome,https://www.wikipathways.org/index.php/Pathway:WP3584,P,1333,31,223.8509879,.0894678156109759428300813598903508222436,8.3213899296906e-11,119,6.7819327926979e-08
WAG003215,Complement system in neuronal development and plasticity,WikiPathway_2021,107,Homo sapiens,Complement system in neuronal development and plasticity,https://www.wikipathways.org/index.php/Pathway:WP5090,P,1333,39,615.5747012,.078577152569710642772194347606384336224,8.6991181902564e-11,120,7.0810822068687e-08
WAG002539,Wnt signaling pathway,WikiPathway_2021,51,Homo sapiens,Wnt signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP363,P,1333,25,1680.019783,.1017082672364487897525548469250110611113,1.2923391642094e-10,121,1.0506717405023e-07
WAG002605,Regulation of TP53 Activity through Phosphorylation,WikiPathway_2021,91,Homo sapiens,Regulation of TP53 Activity through Phosphorylation,https://www.wikipathways.org/index.php/Pathway:WP3838,P,1333,35,2422.843966,.0820316337557716868061695647902544454268,1.4198532410072e-10,122,1.1529208316979e-07
WAG002759,Exercise-induced circadian regulation,WikiPathway_2021,48,Homo sapiens,Exercise-induced circadian regulation,https://www.wikipathways.org/index.php/Pathway:WP410,P,1333,24,76.17656877,.1035235823086804918333639199853184070472,1.7854488715151e-10,123,1.4479990347987e-07
WAG003027,Netrin-UNC5B signaling pathway,WikiPathway_2021,52,Homo sapiens,Netrin-UNC5B signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP4747,P,1333,25,1937.463817,.0998222247305152660985382922286810768103,2.1849659824694e-10,124,1.7698224458002e-07
WAG002548,Hepatitis C and hepatocellular carcinoma,WikiPathway_2021,56,Homo sapiens,Hepatitis C and hepatocellular carcinoma,https://www.wikipathways.org/index.php/Pathway:WP3646,P,1333,26,2478.594488,.0966701584391776875736545764043472567763,2.5128422341949e-10,125,2.0328893674637e-07
WAG002143,Leptin signaling pathway,WikiPathway_2021,76,Homo sapiens,Leptin signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP2034,P,1333,31,4164.244315,.0861127682093716924853266621764649283172,2.7897272775409e-10,126,2.2540996402531e-07
WAG002999,Joubert syndrome,WikiPathway_2021,76,Homo sapiens,Joubert syndrome,https://www.wikipathways.org/index.php/Pathway:WP4656,P,1333,31,632.0443763,.0861127682093716924853266621764649283172,2.7897272775409e-10,126,2.2513099129755e-07
WAG002484,G protein signaling pathways,WikiPathway_2021,93,Homo sapiens,G protein signaling pathways,https://www.wikipathways.org/index.php/Pathway:WP35,P,1333,35,4952.023671,.0803755106203142067661726666392113257204,2.8325772322449e-10,128,2.2830572491894e-07
WAG002052,Proteasome degradation,WikiPathway_2021,64,Homo sapiens,Proteasome degradation,https://www.wikipathways.org/index.php/Pathway:WP183,P,1333,28,12708.45611,.0916018128547885002746749679545870719648,2.8876613617316e-10,129,2.3245673961939e-07
WAG002731,Clathrin-mediated endocytosis,WikiPathway_2021,111,Homo sapiens,Clathrin-mediated endocytosis,https://www.wikipathways.org/index.php/Pathway:WP4065,P,1333,39,1361.147315,.0759460934465482400719802939195335047618,3.0097485281696e-10,130,2.4198378166483e-07
WAG002587,Cardiac conduction,WikiPathway_2021,125,Homo sapiens,Cardiac conduction,https://www.wikipathways.org/index.php/Pathway:WP3810,P,1333,42,382.9056777,.0733002178649237472766884531590413943355,3.1428684155828e-10,131,2.523723337713e-07
WAG002366,Apoptosis-related network due to altered Notch3 in ovarian cancer,WikiPathway_2021,53,Homo sapiens,Apoptosis-related network due to altered Notch3 in ovarian cancer,https://www.wikipathways.org/index.php/Pathway:WP2864,P,1333,25,570.799701,.0980073284915002646976391738665577888578,3.6306948246577e-10,132,2.9118172493755e-07
WAG002173,Allograft Rejection,WikiPathway_2021,94,Homo sapiens,Allograft Rejection,https://www.wikipathways.org/index.php/Pathway:WP2328,P,1333,35,1120.605639,.0795738473237425702624268665518258143613,3.9622396582106e-10,133,3.1737539662267e-07
WAG002473,Hedgehog ligand biogenesis,WikiPathway_2021,65,Homo sapiens,Hedgehog ligand biogenesis,https://www.wikipathways.org/index.php/Pathway:WP3401,P,1333,28,17053.42003,.0902549080359406247359378080725572486833,4.4535086012123e-10,134,3.5628068809698e-07
WAG002735,RAB GEFs exchange GTP for GDP on RABs,WikiPathway_2021,90,Homo sapiens,RAB GEFs exchange GTP for GDP on RABs,https://www.wikipathways.org/index.php/Pathway:WP4070,P,1333,34,308.0117413,.0805181536216018974639664294836708629813,4.4748381862574e-10,135,3.5753957108197e-07
WAG002532,Photodynamic therapy-induced AP-1 survival signaling.,WikiPathway_2021,50,Homo sapiens,Photodynamic therapy-induced AP-1 survival signaling.,https://www.wikipathways.org/index.php/Pathway:WP3611,P,1333,24,3337.111242,.0995222894881673087506879471656576774904,5.1861107915304e-10,136,4.1385164116413e-07
WAG002142,Thyroid stimulating hormone (TSH) signaling pathway,WikiPathway_2021,66,Homo sapiens,Thyroid stimulating hormone (TSH) signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP2032,P,1333,28,2871.531986,.0889487960328158021732980546819097066214,6.7905612173661e-10,137,5.4120772902408e-07
WAG002417,Hedgehog 'on' state,WikiPathway_2021,87,Homo sapiens,Hedgehog 'on' state,https://www.wikipathways.org/index.php/Pathway:WP3313,P,1333,33,9825.398206,.0806804664833124594848040480581027245093,7.0662950739581e-10,138,5.6247708788707e-07
WAG002006,Energy metabolism,WikiPathway_2021,47,Homo sapiens,Energy metabolism,https://www.wikipathways.org/index.php/Pathway:WP1541,P,1333,23,798.6237666,.1012491068046840529005907779291925514344,7.3073841355658e-10,139,5.8093703877748e-07
WAG002104,Signaling by VEGF,WikiPathway_2021,101,Homo sapiens,Signaling by VEGF,https://www.wikipathways.org/index.php/Pathway:WP1919,P,1333,36,2219.965617,.0765330303522155494237948385002434669697,8.9672951514579e-10,140,7.1200323502576e-07
WAG002675,DNA IR-double strand breaks and cellular response via ATM,WikiPathway_2021,55,Homo sapiens,DNA IR-double strand breaks and cellular response via ATM,https://www.wikipathways.org/index.php/Pathway:WP3959,P,1333,25,2707.216113,.094575452045662861428214315473710524123,9.5516257755213e-10,141,7.5744392399884e-07
WAG003030,Nucleotide excision repair,WikiPathway_2021,44,Homo sapiens,Nucleotide excision repair,https://www.wikipathways.org/index.php/Pathway:WP4753,P,1333,22,13591.03203,.1032311364053607490361666972645492931889,1.01280718128e-09,142,8.0214328757373e-07
WAG002656,Chemokine signaling pathway,WikiPathway_2021,164,Homo sapiens,Chemokine signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP3929,P,1333,49,5744.421873,.0668319098353438408030289689178480232456,1.0687357354369e-09,143,8.4536996673058e-07
WAG002022,Apoptosis modulation and signaling,WikiPathway_2021,93,Homo sapiens,Apoptosis modulation and signaling,https://www.wikipathways.org/index.php/Pathway:WP1772,P,1333,34,3527.293631,.0780781628667560763276158208042163713795,1.2088117225293e-09,144,9.5496126079814e-07
WAG003210,Neuroinflammation and glutamatergic signaling,WikiPathway_2021,140,Homo sapiens,Neuroinflammation and glutamatergic signaling,https://www.wikipathways.org/index.php/Pathway:WP5083,P,1333,44,1248.281118,.0692327994410950397184775014878257044532,1.2961863519618e-09,145,1.0226910316979e-06
WAG002840,Breast cancer pathway,WikiPathway_2021,155,Homo sapiens,Breast cancer pathway,https://www.wikipathways.org/index.php/Pathway:WP4262,P,1333,47,3126.072387,.06744075138611148359112189035872740099,1.3515820569041e-09,146,1.0650466608405e-06
WAG003295,DNA damage response,WikiPathway_2021,68,Homo sapiens,DNA damage response,https://www.wikipathways.org/index.php/Pathway:WP707,P,1333,28,3554.048788,.0864517517894623540175448038318712663473,1.5284342273878e-09,147,1.2028777369542e-06
WAG003296,DNA damage response (only ATM dependent),WikiPathway_2021,112,Homo sapiens,DNA damage response (only ATM dependent),https://www.wikipathways.org/index.php/Pathway:WP710,P,1333,38,2947.093027,.0733854207258462577611513781726547683995,1.5377184414786e-09,148,1.2086466950022e-06
WAG002438,TP53 Regulates Metabolic Genes,WikiPathway_2021,85,Homo sapiens,TP53 Regulates Metabolic Genes,https://www.wikipathways.org/index.php/Pathway:WP3349,P,1333,32,662.0435732,.079967356055236990743723557330927990035,1.5703872007551e-09,149,1.2327539525927e-06
WAG002338,Regulation of lipid metabolism by PPARalpha,WikiPathway_2021,117,Homo sapiens,Regulation of lipid metabolism by PPARalpha,https://www.wikipathways.org/index.php/Pathway:WP2797,P,1333,39,6301.569976,.0723363014113513840935247440789872190926,1.6790283063601e-09,150,1.3163581921863e-06
WAG003219,Orexin receptor pathway,WikiPathway_2021,156,Homo sapiens,Orexin receptor pathway,https://www.wikipathways.org/index.php/Pathway:WP5094,P,1333,47,370.2991071,.0670507723814554316903431467941767905628,1.6985306316303e-09,151,1.3299494845665e-06
WAG002854,Acute viral myocarditis,WikiPathway_2021,86,Homo sapiens,Acute viral myocarditis,https://www.wikipathways.org/index.php/Pathway:WP4298,P,1333,32,2034.219614,.0790909901229642143151228581009096041121,2.1956945151101e-09,152,1.7170331108161e-06
WAG002234,PIP3 activates AKT signaling,WikiPathway_2021,118,Homo sapiens,PIP3 activates AKT signaling,https://www.wikipathways.org/index.php/Pathway:WP2653,P,1333,39,2684.9045,.0717702995664170279858100118249901458415,2.2019531641305e-09,153,1.7197254211859e-06
WAG002094,DDX58/IFIH1-mediated induction of interferon-alpha/beta,WikiPathway_2021,65,Homo sapiens,DDX58/IFIH1-mediated induction of interferon-alpha/beta,https://www.wikipathways.org/index.php/Pathway:WP1904,P,1333,27,2672.08908,.0870307945760993536940818654162970472691,2.3588979539594e-09,154,1.8399404040884e-06
WAG002248,ISG15 antiviral mechanism,WikiPathway_2021,61,Homo sapiens,ISG15 antiviral mechanism,https://www.wikipathways.org/index.php/Pathway:WP2672,P,1333,26,3804.686853,.0890554254488680718188914910226385636222,2.400931035493e-09,155,1.8703252766491e-06
WAG003223,T-cell activation SARS-CoV-2,WikiPathway_2021,87,Homo sapiens,T-cell activation SARS-CoV-2,https://www.wikipathways.org/index.php/Pathway:WP5098,P,1333,32,3192.398888,.0782347512375199261683027099588891685544,3.0492118012822e-09,156,2.3722867813976e-06
WAG002162,Androgen receptor network in prostate cancer,WikiPathway_2021,110,Homo sapiens,Androgen receptor network in prostate cancer,https://www.wikipathways.org/index.php/Pathway:WP2263,P,1333,37,2598.014767,.0726565031912430966632494460795661232184,3.2464692882397e-09,157,2.5225066369623e-06
WAG002381,NRF2 pathway,WikiPathway_2021,144,Homo sapiens,NRF2 pathway,https://www.wikipathways.org/index.php/Pathway:WP2884,P,1333,44,365.8216453,.0674821518350930115635997988939165409754,3.3752906366379e-09,158,2.619225534031e-06
WAG002161,Glioblastoma signaling pathways,WikiPathway_2021,83,Homo sapiens,Glioblastoma signaling pathways,https://www.wikipathways.org/index.php/Pathway:WP2261,P,1333,31,4976.097877,.0792268214724884566566430043709620296046,3.4802221509496e-09,159,2.6971721669859e-06
WAG002498,Metabolism of polyamines,WikiPathway_2021,58,Homo sapiens,Metabolism of polyamines,https://www.wikipathways.org/index.php/Pathway:WP3555,P,1333,25,20918.06592,.0898712424659784435374837315677082675226,3.6543306954819e-09,160,2.828451958303e-06
WAG002396,Fas ligand pathway and stress induction of heat shock proteins,WikiPathway_2021,43,Homo sapiens,Fas ligand pathway and stress induction of heat shock proteins,https://www.wikipathways.org/index.php/Pathway:WP314,P,1333,21,2359.921933,.1007586851734046050524931581711289764795,4.1440006634496e-09,161,3.2033125128465e-06
WAG003103,RNA pol II transcription - Initiation and elongation,WikiPathway_2021,88,Homo sapiens,RNA pol II transcription - Initiation and elongation,https://www.wikipathways.org/index.php/Pathway:WP4933,P,1333,32,4812.910999,.0773979532600222255394669187772636048498,4.2066848943552e-09,162,3.2475607384422e-06
WAG003049,EGFR tyrosine kinase inhibitor resistance,WikiPathway_2021,84,Homo sapiens,EGFR tyrosine kinase inhibitor resistance,https://www.wikipathways.org/index.php/Pathway:WP4806,P,1333,31,7784.38757,.0783367235174464090126740729150367704584,4.8424193795504e-09,163,3.7335053416334e-06
WAG002139,RANKL/RANK signaling pathway,WikiPathway_2021,55,Homo sapiens,RANKL/RANK signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP2018,P,1333,24,3766.892764,.0907917888563049853372434017595307917889,5.535094999552e-09,164,4.262023149655e-06
WAG002490,NIK -&gt; non-canonical NF-kB signaling,WikiPathway_2021,59,Homo sapiens,NIK -&gt; non-canonical NF-kB signaling,https://www.wikipathways.org/index.php/Pathway:WP3545,P,1333,25,25742.70753,.0884094373775540935354771004809349200978,5.5667275655537e-09,165,4.2808134979108e-06
WAG002757,Ion channel transport,WikiPathway_2021,177,Homo sapiens,Ion channel transport,https://www.wikipathways.org/index.php/Pathway:WP4098,P,1333,50,404.2516329,.0637017860922515833862485550074081310344,5.6655479836801e-09,166,4.3511408514663e-06
WAG002102,Signaling by Rho GTPases,WikiPathway_2021,137,Homo sapiens,Signaling by Rho GTPases,https://www.wikipathways.org/index.php/Pathway:WP1917,P,1333,42,2907.395477,.0674008251348778165661694700095207870517,6.710692771391e-09,167,5.1471013556569e-06
WAG002789,Neurexins and neuroligins,WikiPathway_2021,56,Homo sapiens,Neurexins and neuroligins,https://www.wikipathways.org/index.php/Pathway:WP4133,P,1333,24,668.9833429,.0892327024267650985627896018220372261054,8.5030565079354e-09,168,6.5133412850785e-06
WAG002469,TNFR2 non-canonical NF-kB pathway,WikiPathway_2021,61,Homo sapiens,TNFR2 non-canonical NF-kB pathway,https://www.wikipathways.org/index.php/Pathway:WP3398,P,1333,25,15647.38477,.0856295460208152593201869590929422041841,1.2460757971399e-08,169,9.5324798481199e-06
WAG002077,Neurotransmitter release cycle,WikiPathway_2021,38,Homo sapiens,Neurotransmitter release cycle,https://www.wikipathways.org/index.php/Pathway:WP1871,P,1333,19,630.199447,.1027920646583394562821454812637766348273,1.3778938162756e-08,170,1.0527108756346e-05
WAG002913,COPI-mediated anterograde transport,WikiPathway_2021,83,Homo sapiens,COPI-mediated anterograde transport,https://www.wikipathways.org/index.php/Pathway:WP4441,P,1333,30,940.0584883,.0766703176341730558598028477546549835707,1.4635202268075e-08,171,1.1166659330541e-05
WAG002190,Spinal cord injury,WikiPathway_2021,121,Homo sapiens,Spinal cord injury,https://www.wikipathways.org/index.php/Pathway:WP2431,P,1333,38,912.2650552,.0683291620903029102672596433737253701603,1.638365983725e-08,172,1.2484348795985e-05
WAG002145,TNF-related weak inducer of apoptosis (TWEAK) signaling pathway,WikiPathway_2021,42,Homo sapiens,TNF-related weak inducer of apoptosis (TWEAK) signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP2036,P,1333,20,4950.129475,.0981754919702413735826623654785945955397,1.6558582570551e-08,173,1.2601081336189e-05
WAG002285,Cellular response to hypoxia,WikiPathway_2021,75,Homo sapiens,Cellular response to hypoxia,https://www.wikipathways.org/index.php/Pathway:WP2727,P,1333,28,14864.11301,.0787602339181286549707602339181286549708,1.9383041455878e-08,174,1.4731111506467e-05
WAG002399,Copper homeostasis,WikiPathway_2021,54,Homo sapiens,Copper homeostasis,https://www.wikipathways.org/index.php/Pathway:WP3286,P,1333,23,594.2375737,.0885576192027804931030737482350385576192,1.9767392684882e-08,175,1.5003451047826e-05
WAG002868,Thermogenesis,WikiPathway_2021,108,Homo sapiens,Thermogenesis,https://www.wikipathways.org/index.php/Pathway:WP4321,P,1333,35,776.9018968,.0699075758188162698893873866591218355496,2.4209659228556e-08,176,1.8350921695245e-05
WAG002434,TCF dependent signaling in response to WNT,WikiPathway_2021,234,Homo sapiens,TCF dependent signaling in response to WNT,https://www.wikipathways.org/index.php/Pathway:WP3339,P,1333,59,1889.251734,.0588559218559218559218559218559218559218,2.4989738959468e-08,177,1.8917232392317e-05
WAG002096,Semaphorin interactions,WikiPathway_2021,63,Homo sapiens,Semaphorin interactions,https://www.wikipathways.org/index.php/Pathway:WP1907,P,1333,25,1367.747574,.0830260714939462880154807667163515598442,2.6675948053804e-08,178,2.0167016728675e-05
WAG002801,Endometrial cancer,WikiPathway_2021,63,Homo sapiens,Endometrial cancer,https://www.wikipathways.org/index.php/Pathway:WP4155,P,1333,25,3920.03021,.0830260714939462880154807667163515598442,2.6675948053804e-08,178,2.0140340780622e-05
WAG003078,Host-pathogen interaction of human coronaviruses - MAPK signaling,WikiPathway_2021,36,Homo sapiens,Host-pathogen interaction of human coronaviruses - MAPK signaling,https://www.wikipathways.org/index.php/Pathway:WP4877,P,1333,18,3779.38246,.1026455998530222303876538673525629248576,3.2969152143126e-08,180,2.4858740715917e-05
WAG003008,Melanoma,WikiPathway_2021,68,Homo sapiens,Melanoma,https://www.wikipathways.org/index.php/Pathway:WP4685,P,1333,26,2722.643639,.0802752342934613025748071315594099355491,3.4661029119317e-08,181,2.6099754926846e-05
WAG003172,SARS-CoV-2 Infection,WikiPathway_2021,68,Homo sapiens,SARS-CoV-2 Infection,https://www.wikipathways.org/index.php/Pathway:WP5021,P,1333,26,459.5574947,.0802752342934613025748071315594099355491,3.4661029119317e-08,181,2.6065093897726e-05
WAG002128,Angiogenesis overview,WikiPathway_2021,64,Homo sapiens,Angiogenesis overview,https://www.wikipathways.org/index.php/Pathway:WP1993,P,1333,25,2657.908311,.0817853221083455344070278184480234260615,3.8427968063031e-08,183,2.8859404015336e-05
WAG002950,G1 to S cell cycle control,WikiPathway_2021,64,Homo sapiens,G1 to S cell cycle control,https://www.wikipathways.org/index.php/Pathway:WP45,P,1333,25,8817.690225,.0817853221083455344070278184480234260615,3.8427968063031e-08,183,2.8820976047273e-05
WAG002060,Kinesins,WikiPathway_2021,40,Homo sapiens,Kinesins,https://www.wikipathways.org/index.php/Pathway:WP1842,P,1333,19,2028.871757,.0977910392948953360264414248990084465663,3.9431941920445e-08,185,2.9534524498413e-05
WAG002206,ATM signaling pathway,WikiPathway_2021,40,Homo sapiens,ATM signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP2516,P,1333,19,2308.577287,.0977910392948953360264414248990084465663,3.9431941920445e-08,185,2.9495092556493e-05
WAG002208,PDGF pathway,WikiPathway_2021,40,Homo sapiens,PDGF pathway,https://www.wikipathways.org/index.php/Pathway:WP2526,P,1333,19,5327.899772,.0977910392948953360264414248990084465663,3.9431941920445e-08,185,2.9455660614572e-05
WAG002666,Oxidative damage response,WikiPathway_2021,40,Homo sapiens,Oxidative damage response,https://www.wikipathways.org/index.php/Pathway:WP3941,P,1333,19,791.6649142,.0977910392948953360264414248990084465663,3.9431941920445e-08,185,2.9416228672652e-05
WAG002298,Glycosaminoglycan metabolism,WikiPathway_2021,120,Homo sapiens,Glycosaminoglycan metabolism,https://www.wikipathways.org/index.php/Pathway:WP2743,P,1333,37,1407.620999,.0670406681190994916485112563543936092956,4.2156357889881e-08,189,3.1406486627962e-05
WAG002877,NRF2-ARE regulation,WikiPathway_2021,23,Homo sapiens,NRF2-ARE regulation,https://www.wikipathways.org/index.php/Pathway:WP4357,P,1333,14,736.7176276,.123800227232721511897713270710982381463,4.2936907272093e-08,190,3.1945059010437e-05
WAG002902,COPII-mediated vesicle transport,WikiPathway_2021,69,Homo sapiens,COPII-mediated vesicle transport,https://www.wikipathways.org/index.php/Pathway:WP4430,P,1333,26,892.4668931,.0791662690966148235319063218939177083002,4.8824593448788e-08,191,3.627667293245e-05
WAG002466,Cellular response to heat stress,WikiPathway_2021,92,Homo sapiens,Cellular response to heat stress,https://www.wikipathways.org/index.php/Pathway:WP3395,P,1333,31,1265.635843,.0719119022333528824359238536036393032066,5.4004496560015e-08,192,4.0071336447531e-05
WAG003097,Autophagy,WikiPathway_2021,30,Homo sapiens,Autophagy,https://www.wikipathways.org/index.php/Pathway:WP4923,P,1333,16,2120.264163,.1090200404486118771833057547343261628976,5.9533109243211e-08,193,4.4114033949219e-05
WAG002617,T-cell antigen receptor (TCR) pathway during Staphylococcus aureus infection,WikiPathway_2021,61,Homo sapiens,T-cell antigen receptor (TCR) pathway during Staphylococcus aureus infection,https://www.wikipathways.org/index.php/Pathway:WP3863,P,1333,24,3171.985389,.0822037204891020523317586184127593927643,6.0490206058208e-08,194,4.4762752483074e-05
WAG002053,Integration of energy metabolism,WikiPathway_2021,107,Homo sapiens,Integration of energy metabolism,https://www.wikipathways.org/index.php/Pathway:WP1831,P,1333,34,2775.569601,.0684986554159031491485433955593027880997,6.4264780511268e-08,195,4.7491672797827e-05
WAG002091,Regulation of apoptosis,WikiPathway_2021,53,Homo sapiens,Regulation of apoptosis,https://www.wikipathways.org/index.php/Pathway:WP1896,P,1333,22,27689.03115,.0862446743761412051125989044430919050518,6.8895151540747e-08,196,5.0844621837071e-05
WAG002365,IL-3 signaling pathway,WikiPathway_2021,49,Homo sapiens,IL-3 signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP286,P,1333,21,7374.050584,.0887951586282780121034293049697414267376,7.036422793154e-08,197,5.1858435985545e-05
WAG003224,Regulation of actin cytoskeleton,WikiPathway_2021,153,Homo sapiens,Regulation of actin cytoskeleton,https://www.wikipathways.org/index.php/Pathway:WP51,P,1333,43,2049.987578,.062424145810085551835910515967904777087,7.0409859145308e-08,198,5.1821656330947e-05
WAG002177,Corticotropin-releasing hormone signaling pathway,WikiPathway_2021,93,Homo sapiens,Corticotropin-releasing hormone signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP2355,P,1333,31,1617.211435,.0711864406779661016949152542372881355933,7.11149470978e-08,199,5.2269486116883e-05
WAG002969,Hippo signaling regulation pathways,WikiPathway_2021,98,Homo sapiens,Hippo signaling regulation pathways,https://www.wikipathways.org/index.php/Pathway:WP4540,P,1333,32,862.1468483,.069968296916289735708524896026522063934,7.5945487172492e-08,200,5.5743987584609e-05
WAG002703,Pyrimidine metabolism,WikiPathway_2021,84,Homo sapiens,Pyrimidine metabolism,https://www.wikipathways.org/index.php/Pathway:WP4022,P,1333,29,4775.453802,.0732811956899548140424052832811956899548,7.8358604230837e-08,201,5.7436856901203e-05
WAG002363,Mesodermal commitment pathway,WikiPathway_2021,154,Homo sapiens,Mesodermal commitment pathway,https://www.wikipathways.org/index.php/Pathway:WP2857,P,1333,43,203.7860375,.0620580286765257863523759477516702950229,8.5767344891825e-08,202,6.2781696460816e-05
WAG002874,"Non-genomic actions of 1,25 dihydroxyvitamin D3",WikiPathway_2021,71,Homo sapiens,"Non-genomic actions of 1,25 dihydroxyvitamin D3",https://www.wikipathways.org/index.php/Pathway:WP4341,P,1333,26,2106.153164,.0770419960347091690913304323196951360816,9.4440619342473e-08,203,6.9036092739348e-05
WAG002258,"GABA synthesis, release, reuptake and degradation",WikiPathway_2021,18,Homo sapiens,"GABA synthesis, release, reuptake and degradation",https://www.wikipathways.org/index.php/Pathway:WP2685,P,1333,12,1388.153067,.1351009636040017185294298164856073160253,9.6405459383547e-08,204,7.0375985349989e-05
WAG002316,Citric acid cycle and respiratory electron transport,WikiPathway_2021,54,Homo sapiens,Citric acid cycle and respiratory electron transport,https://www.wikipathways.org/index.php/Pathway:WP2766,P,1333,22,2026.317864,.0847066968012542504021338545802537006495,1.0205275473275e-07,205,7.4396458200175e-05
WAG002672,IL-4 signaling pathway,WikiPathway_2021,54,Homo sapiens,IL-4 signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP395,P,1333,22,5707.747208,.0847066968012542504021338545802537006495,1.0205275473275e-07,205,7.4294405445443e-05
WAG003274,Interferon type I signaling pathways,WikiPathway_2021,54,Homo sapiens,Interferon type I signaling pathways,https://www.wikipathways.org/index.php/Pathway:WP585,P,1333,22,2570.887051,.0847066968012542504021338545802537006495,1.0205275473275e-07,205,7.419235269071e-05
